,Const,Runtime,Imdbvotes,Metascore,Award Status_Oscar Nom,Award Status_Oscar Win,Award Status_Other Nom,Award Status_Other Win,Genre Group_Action/Adventure,Genre Group_Drama/Thriller,Genre Group_Animation,Genre Group_Comedy,Genre Group_Horror
2933,1.0,128.0,8872.0,76.0,0,0,1,0,0,1,0,0,0
305,1.0,98.0,33011.0,41.0,0,0,1,0,0,0,0,0,1
47,1.0,97.0,356.0,58.74590869939707,0,0,0,0,1,0,0,0,0
407,1.0,108.0,4016.0,58.74590869939707,0,0,0,1,0,1,0,0,0
3179,1.0,120.0,626520.0,86.0,0,1,0,0,0,0,0,0,0
953,1.0,81.0,39036.0,25.0,0,0,0,0,1,0,0,0,0
526,1.0,116.0,132624.0,44.0,0,0,0,1,1,0,0,0,0
215,1.0,103.0,20383.0,72.0,0,0,0,1,0,1,0,0,0
2193,1.0,93.0,1730.0,67.0,0,0,0,1,0,1,0,0,0
951,1.0,150.0,50098.0,68.0,0,1,0,0,0,1,0,0,0
1900,1.0,117.0,30441.0,30.0,0,0,0,1,1,0,0,0,0
999,1.0,110.0,91399.0,52.0,0,0,0,1,0,0,0,1,0
2752,1.0,106.0,632972.0,62.0,1,0,0,0,0,0,0,1,0
1063,1.0,126.0,127353.0,98.0,0,1,0,0,1,0,0,0,0
644,1.0,91.0,10321.0,34.0,0,0,0,0,0,0,0,1,0
673,1.0,160.0,408859.0,88.0,0,1,0,0,0,0,0,0,0
1763,1.0,130.0,128356.0,81.0,1,0,0,0,0,0,0,0,0
378,1.0,94.0,103125.0,61.0,1,0,0,0,0,0,0,1,0
2331,1.0,93.0,4089.0,34.0,0,0,0,0,0,1,0,0,0
1616,1.0,155.0,1542955.0,67.0,0,1,0,0,1,0,0,0,0
2027,1.0,94.0,111989.0,55.0,0,0,1,0,1,0,0,0,0
234,1.0,100.0,25988.0,66.0,0,0,0,0,0,0,0,1,0
1474,1.0,93.0,18029.0,58.74590869939707,0,0,0,0,1,0,0,0,0
648,1.0,104.0,20983.0,56.0,0,0,1,0,0,0,0,1,0
1071,1.0,135.0,51785.0,60.0,0,0,1,0,0,0,0,1,0
833,1.0,80.0,13808.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2932,1.0,122.0,12514.0,58.74590869939707,0,0,0,1,1,0,0,0,0
3013,1.0,100.0,490.0,69.0,0,0,0,1,0,1,0,0,0
2044,1.0,90.0,1481.0,62.0,0,0,0,0,0,1,0,0,0
2701,1.0,86.0,128324.0,72.0,0,0,0,1,1,0,0,0,0
2576,1.0,105.0,73399.0,36.0,0,0,1,0,1,0,0,0,0
1646,1.0,101.0,3152.0,50.0,0,0,1,0,0,1,0,0,0
77,1.0,108.0,427.0,58.74590869939707,0,0,1,0,0,0,0,1,0
328,1.0,91.0,83279.0,38.0,0,0,0,1,0,0,0,1,0
502,1.0,106.0,5844.0,58.74590869939707,0,0,1,0,0,0,0,1,0
930,1.0,143.0,200118.0,51.0,1,0,0,0,1,0,0,0,0
315,1.0,106.0,40193.0,63.0,0,0,0,1,0,0,0,1,0
1485,1.0,93.0,78792.0,31.0,0,0,0,1,1,0,0,0,0
22,1.0,133.0,85626.0,58.74590869939707,0,0,0,1,1,0,0,0,0
1977,1.0,101.0,10651.0,62.0,0,0,0,1,0,0,0,0,0
954,1.0,134.0,36151.0,58.74590869939707,0,0,0,1,0,1,0,0,0
1175,1.0,92.0,81765.0,53.0,0,0,0,1,1,0,0,0,0
1450,1.0,72.0,15605.0,58.74590869939707,0,0,0,0,0,0,1,0,0
2103,1.0,125.0,11068.0,58.74590869939707,1,0,0,0,0,0,0,1,0
634,1.0,90.0,6906.0,58.74590869939707,0,0,1,0,0,0,0,1,0
2263,1.0,122.0,21190.0,82.0,0,0,0,1,0,1,0,0,0
457,1.0,107.0,26182.0,52.0,0,0,0,1,0,0,0,0,0
510,1.0,102.0,44149.0,36.0,0,0,0,0,1,0,0,0,0
32,1.0,122.0,97974.0,80.0,0,1,0,0,0,0,0,0,0
271,1.0,102.0,35302.0,77.0,0,0,0,1,0,0,0,0,0
3192,1.0,108.0,5362.0,77.0,0,0,0,1,0,0,0,0,0
792,1.0,107.0,219832.0,52.0,0,0,0,1,1,0,0,0,0
3124,1.0,97.0,4330.0,50.0,0,0,0,1,0,0,0,0,1
674,1.0,88.0,3903.0,58.74590869939707,0,0,0,0,0,1,0,0,0
2813,1.0,102.0,130637.0,36.0,0,0,1,0,0,0,0,1,0
1065,1.0,102.0,408490.0,92.0,0,1,0,0,1,0,0,0,0
1003,1.0,110.0,63925.0,46.0,0,1,0,0,1,0,0,0,0
2433,1.0,99.0,21032.0,53.0,0,0,1,0,0,0,0,1,0
3289,1.0,90.0,1011.0,53.0,0,0,1,0,0,0,0,1,0
1740,1.0,117.0,2106.0,58.74590869939707,0,0,1,0,0,1,0,0,0
337,1.0,123.0,17362.0,58.74590869939707,0,0,0,1,0,1,0,0,0
1888,1.0,90.0,1739.0,33.0,0,0,0,0,0,0,0,1,0
2626,1.0,92.0,1863.0,77.0,0,0,0,1,0,1,0,0,0
2648,1.0,106.0,149640.0,70.0,1,0,0,0,0,0,0,1,0
1547,1.0,119.0,5658.0,80.0,0,0,0,1,0,0,0,1,0
955,1.0,124.0,1316200.0,82.0,0,1,0,0,1,0,0,0,0
942,1.0,89.0,43740.0,77.0,0,0,0,1,0,0,0,1,0
798,1.0,100.0,3648.0,58.74590869939707,0,0,0,0,0,0,0,1,0
429,1.0,94.0,2633.0,46.0,0,0,0,0,0,0,0,1,0
35,1.0,97.0,228530.0,68.0,0,0,0,1,0,0,0,1,0
318,1.0,104.0,52082.0,70.0,0,1,0,0,0,0,0,1,0
1247,1.0,96.0,513.0,73.0,0,0,0,1,0,0,0,0,0
416,1.0,88.0,4368.0,62.0,0,0,1,0,0,0,0,1,0
184,1.0,145.0,75239.0,66.0,0,0,0,1,0,0,0,0,0
149,1.0,104.0,190670.0,55.0,0,0,0,1,1,0,0,0,0
1089,1.0,88.0,27.0,58.74590869939707,0,0,0,0,0,0,0,1,0
908,1.0,135.0,5833.0,58.74590869939707,1,0,0,0,0,1,0,0,0
3077,1.0,92.0,315267.0,45.0,0,0,0,1,1,0,0,0,0
1007,1.0,106.0,279359.0,83.0,0,1,0,0,0,0,0,1,0
814,1.0,105.0,5474.0,75.0,0,0,0,1,0,1,0,0,0
2187,1.0,100.0,7994.0,49.0,0,0,1,0,0,1,0,0,0
1629,1.0,118.0,81613.0,9.0,0,0,0,1,1,0,0,0,0
3246,1.0,172.0,368228.0,55.0,0,0,0,1,0,1,0,0,0
774,1.0,142.0,151995.0,47.0,0,0,1,0,1,0,0,0,0
650,1.0,149.0,683029.0,84.0,0,1,0,0,1,0,0,0,0
1821,1.0,106.0,3120.0,56.0,0,0,0,1,0,0,0,1,0
1840,1.0,103.0,1266.0,58.74590869939707,1,0,0,0,0,0,0,1,0
1834,1.0,101.0,8476.0,46.0,0,0,0,0,1,0,0,0,0
244,1.0,97.0,35560.0,83.0,1,0,0,0,0,1,0,0,0
40,1.0,110.0,180069.0,44.0,0,0,0,1,1,0,0,0,0
59,1.0,89.0,58095.0,53.0,0,0,1,0,0,0,0,1,0
2141,1.0,99.0,7141.0,58.74590869939707,0,0,0,1,0,0,0,1,0
816,1.0,137.0,30641.0,83.0,0,1,0,0,0,0,0,0,0
594,1.0,116.0,56931.0,77.0,0,0,0,1,1,0,0,0,0
1035,1.0,112.0,71360.0,96.0,0,1,0,0,0,0,0,1,0
2047,1.0,102.0,225261.0,63.0,0,0,1,0,1,0,0,0,0
1603,1.0,120.0,35403.0,30.0,0,0,0,1,0,0,0,1,0
103,1.0,108.0,9554.0,58.74590869939707,0,0,0,0,0,0,0,0,0
1923,1.0,116.0,676.0,58.74590869939707,0,0,0,1,0,1,0,0,0
93,1.0,91.0,79264.0,67.0,0,0,0,1,0,0,0,1,0
474,1.0,125.0,247804.0,66.0,0,1,0,0,0,1,0,0,0
781,1.0,120.0,964.0,58.74590869939707,0,0,0,1,0,0,0,0,0
1879,1.0,107.0,15058.0,17.0,0,0,0,1,0,0,0,0,0
2095,1.0,84.0,11978.0,33.0,0,0,1,0,1,0,0,0,0
2696,1.0,109.0,49056.0,58.0,0,0,0,1,0,0,0,0,0
1894,1.0,97.0,15583.0,60.0,0,1,0,0,0,0,0,1,0
1177,1.0,112.0,22921.0,66.0,0,0,0,1,0,1,0,0,0
1082,1.0,106.0,43146.0,60.0,0,0,0,1,0,0,0,0,0
521,1.0,119.0,232613.0,59.0,0,0,0,1,0,0,0,0,0
1965,1.0,101.0,34574.0,64.0,0,0,0,1,0,0,0,1,0
2488,1.0,96.0,151684.0,37.0,0,0,0,1,0,0,0,1,0
1053,1.0,117.0,7028.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2389,1.0,90.0,11356.0,17.0,0,0,0,0,1,0,0,0,0
865,1.0,134.0,617.0,58.74590869939707,0,0,0,1,0,1,0,0,0
228,1.0,170.0,27049.0,98.0,1,0,0,0,0,0,0,0,0
2017,1.0,136.0,301581.0,52.0,0,0,0,1,0,0,0,1,0
796,1.0,100.0,109994.0,82.0,1,0,0,0,0,0,0,0,0
960,1.0,94.0,28469.0,72.0,0,0,0,1,0,0,0,1,0
988,1.0,124.0,39623.0,62.0,0,0,0,1,0,0,0,0,0
1620,1.0,90.0,68.0,71.0,0,0,0,1,0,0,0,1,0
2619,1.0,73.0,8279.0,63.0,0,0,1,0,0,0,0,0,0
2410,1.0,108.0,77356.0,17.0,0,0,1,0,0,0,0,0,0
1543,1.0,107.0,6608.0,58.74590869939707,1,0,0,0,0,0,0,1,0
536,1.0,100.0,6552.0,66.0,0,0,0,1,0,0,0,1,0
2954,1.0,116.0,248214.0,58.0,0,0,0,1,0,0,0,0,0
759,1.0,115.0,419656.0,91.0,0,1,0,0,1,0,0,0,0
906,1.0,92.0,2563.0,58.74590869939707,0,0,0,1,0,0,0,1,0
193,1.0,177.0,201766.0,56.0,1,0,0,0,1,0,0,0,0
548,1.0,181.0,275617.0,72.0,0,1,0,0,1,0,0,0,0
468,1.0,107.0,32273.0,36.0,0,0,0,1,1,0,0,0,0
358,1.0,91.0,520.0,58.74590869939707,0,0,0,0,0,1,0,0,0
1551,1.0,118.0,112064.0,67.0,0,0,0,1,0,0,0,0,0
881,1.0,91.0,550506.0,91.0,0,0,0,1,1,0,0,0,0
1064,1.0,94.0,7926.0,66.0,0,0,0,0,0,1,0,0,0
447,1.0,127.0,1010691.0,68.0,0,1,0,0,1,0,0,0,0
1773,1.0,96.0,9384.0,69.0,0,0,0,1,0,1,0,0,0
2351,1.0,99.0,35272.0,56.0,0,0,0,1,0,0,0,1,0
8,1.0,111.0,35733.0,58.74590869939707,0,0,0,0,1,0,0,0,0
211,1.0,102.0,2484.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2479,1.0,132.0,173315.0,48.0,0,0,0,1,1,0,0,0,0
151,1.0,128.0,395179.0,58.0,0,0,0,1,1,0,0,0,0
289,1.0,90.0,25920.0,70.0,0,0,0,1,0,0,1,0,0
2438,1.0,120.0,108607.0,77.0,0,0,0,1,1,0,0,0,0
701,1.0,105.0,219.0,58.74590869939707,0,0,0,0,0,0,0,0,0
3173,1.0,120.0,831.0,58.74590869939707,0,0,0,1,0,1,0,0,0
7,1.0,97.0,11254.0,58.74590869939707,0,0,0,1,1,0,0,0,0
861,1.0,105.0,1420.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2520,1.0,87.0,339613.0,80.0,0,0,0,1,0,0,1,0,0
1812,1.0,88.0,271716.0,48.0,0,0,0,1,0,0,0,1,0
3263,1.0,107.0,429.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2037,1.0,93.0,39709.0,36.0,0,0,0,1,0,0,0,0,1
400,1.0,116.0,20204.0,43.0,0,0,1,0,0,0,0,1,0
3112,1.0,106.0,3546.0,66.0,0,0,0,1,0,0,0,0,0
3237,1.0,98.0,5192.0,52.0,0,0,1,0,1,0,0,0,0
2969,1.0,154.0,26300.0,50.0,0,0,1,0,0,0,0,1,0
2196,1.0,85.0,1390.0,63.0,0,0,0,0,0,0,0,0,0
2739,1.0,95.0,1012.0,63.0,0,0,0,1,0,0,0,0,0
438,1.0,111.0,82784.0,53.0,0,0,0,1,0,0,0,1,0
1449,1.0,94.0,22138.0,64.0,1,0,0,0,1,0,0,0,0
212,1.0,103.0,25719.0,72.0,0,0,1,0,0,1,0,0,0
3254,1.0,70.0,1883.0,58.74590869939707,0,0,0,0,0,0,0,0,0
406,1.0,102.0,8672.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2989,1.0,88.0,1807.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2346,1.0,97.0,32249.0,47.0,0,0,0,0,0,0,0,1,0
641,1.0,107.0,18107.0,51.0,0,0,0,1,0,0,0,0,0
829,1.0,119.0,1909.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2753,1.0,94.0,10363.0,43.0,0,0,0,0,0,0,0,1,0
2558,1.0,91.0,175752.0,44.0,0,0,1,0,1,0,0,0,0
2416,1.0,77.0,31361.0,60.0,0,0,0,1,0,0,0,0,1
914,1.0,123.0,81405.0,41.0,0,0,0,1,0,1,0,0,0
2674,1.0,128.0,7606.0,80.0,0,0,0,1,0,1,0,0,0
1057,1.0,79.0,101636.0,61.0,1,0,0,0,0,0,1,0,0
3093,1.0,119.0,2604.0,58.74590869939707,0,0,0,1,0,1,0,0,0
320,1.0,139.0,40580.0,62.0,0,0,0,1,0,1,0,0,0
1083,1.0,134.0,6214.0,58.74590869939707,0,0,0,1,0,0,0,1,0
247,1.0,133.0,172290.0,45.0,0,1,0,0,0,1,0,0,0
753,1.0,95.0,498993.0,97.0,1,0,0,0,0,0,0,1,0
2972,1.0,95.0,3365.0,62.0,0,0,1,0,0,0,0,0,0
1096,1.0,88.0,18490.0,83.0,0,1,0,0,0,0,0,0,0
2015,1.0,93.0,30732.0,28.0,0,0,0,1,0,0,0,1,0
226,1.0,90.0,964.0,58.74590869939707,0,0,0,0,0,0,1,0,0
841,1.0,114.0,87510.0,43.0,0,0,0,0,0,0,0,1,0
1776,1.0,169.0,2745.0,72.0,0,0,0,1,0,1,0,0,0
799,1.0,93.0,4748.0,58.74590869939707,0,0,0,1,1,0,0,0,0
1038,1.0,113.0,249.0,58.74590869939707,0,0,0,0,0,1,0,0,0
1026,1.0,108.0,16712.0,48.0,0,0,0,1,0,0,0,1,0
1737,1.0,114.0,35645.0,50.0,0,0,1,0,1,0,0,0,0
2156,1.0,121.0,113154.0,35.0,0,0,1,0,1,0,0,0,0
165,1.0,93.0,6787.0,58.74590869939707,0,0,0,0,0,0,0,1,0
765,1.0,110.0,505.0,58.74590869939707,0,0,0,0,0,0,0,0,0
786,1.0,102.0,29817.0,61.0,0,0,0,1,0,0,0,0,0
1935,1.0,113.0,223361.0,48.0,0,0,0,1,0,0,0,0,0
1661,1.0,85.0,447.0,70.0,0,0,0,1,0,0,0,0,0
545,1.0,127.0,224684.0,52.0,0,1,0,0,0,1,0,0,0
342,1.0,112.0,14592.0,70.0,1,0,0,0,0,0,0,1,0
2925,1.0,92.0,106225.0,72.0,1,0,0,0,0,0,1,0,0
1757,1.0,105.0,12656.0,87.0,0,0,0,1,0,0,0,0,0
1213,1.0,86.0,67967.0,12.0,0,0,0,1,0,0,1,0,0
2650,1.0,122.0,57135.0,55.0,0,0,0,1,0,1,0,0,0
473,1.0,138.0,83492.0,71.0,0,0,0,1,0,0,0,0,0
667,1.0,109.0,5645.0,58.74590869939707,0,0,1,0,1,0,0,0,0
1768,1.0,99.0,147487.0,53.0,0,0,0,1,1,0,0,0,0
675,1.0,98.0,933.0,58.74590869939707,0,1,0,0,0,0,0,0,0
2343,1.0,85.0,104307.0,54.0,0,0,0,1,0,0,0,0,1
2043,1.0,90.0,12090.0,43.0,0,0,0,1,1,0,0,0,0
1593,1.0,90.0,17101.0,31.0,0,0,1,0,0,1,0,0,0
2324,1.0,109.0,49755.0,31.0,0,0,0,1,0,0,0,0,0
2162,1.0,111.0,772568.0,96.0,0,1,0,0,0,0,1,0,0
2811,1.0,139.0,2775.0,58.74590869939707,0,0,1,0,1,0,0,0,0
2221,1.0,110.0,53812.0,32.0,0,0,0,1,0,0,0,1,0
28,1.0,99.0,54714.0,47.0,0,0,0,1,0,0,0,0,0
2555,1.0,112.0,21057.0,55.0,0,0,1,0,0,1,0,0,0
1870,1.0,101.0,4668.0,58.74590869939707,0,0,1,0,0,1,0,0,0
2571,1.0,103.0,94259.0,36.0,0,0,1,0,1,0,0,0,0
2956,1.0,83.0,44393.0,24.0,0,0,0,1,0,0,0,1,0
2657,1.0,83.0,6604.0,39.0,0,0,1,0,0,1,0,0,0
152,1.0,83.0,16652.0,48.0,0,0,1,0,0,0,0,1,0
662,1.0,149.0,168736.0,54.0,0,0,0,1,0,0,0,0,0
338,1.0,112.0,60884.0,64.0,0,0,0,1,0,0,0,0,0
1824,1.0,96.0,4353.0,59.0,0,0,0,1,0,0,0,0,0
1426,1.0,113.0,3003.0,81.0,0,0,0,1,0,1,0,0,0
1908,1.0,87.0,20889.0,21.0,0,0,1,0,1,0,0,0,0
1554,1.0,128.0,49118.0,45.0,0,0,0,1,0,1,0,0,0
565,1.0,88.0,15597.0,58.74590869939707,0,0,1,0,1,0,0,0,0
1735,1.0,113.0,91990.0,61.0,0,0,0,1,0,0,0,0,1
430,1.0,107.0,5626.0,58.74590869939707,0,0,0,1,0,0,0,0,0
1848,1.0,100.0,118288.0,27.0,0,0,0,1,0,0,0,1,0
66,1.0,108.0,50106.0,69.0,0,0,0,1,0,0,0,0,0
3078,1.0,107.0,38637.0,45.0,0,0,0,1,0,0,0,0,0
108,1.0,135.0,1044.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1458,1.0,101.0,560.0,56.0,0,0,0,1,0,0,0,1,0
2822,1.0,82.0,85645.0,19.0,0,0,0,1,1,0,0,0,0
2354,1.0,113.0,53515.0,23.0,0,0,1,0,1,0,0,0,0
3028,1.0,111.0,66498.0,58.0,0,0,0,1,0,1,0,0,0
415,1.0,104.0,77311.0,70.0,0,0,0,1,1,0,0,0,0
449,1.0,96.0,21003.0,49.0,0,0,0,1,0,0,0,0,0
2635,1.0,148.0,636665.0,73.0,1,0,0,0,1,0,0,0,0
1668,1.0,142.0,95606.0,61.0,0,0,0,1,1,0,0,0,0
2490,1.0,96.0,23463.0,24.0,0,0,0,1,0,0,0,0,0
2363,1.0,165.0,338446.0,82.0,0,0,0,1,0,0,0,0,0
213,1.0,132.0,45798.0,62.0,0,0,0,1,0,0,0,0,0
733,1.0,88.0,5431.0,58.74590869939707,0,0,1,0,0,0,0,1,0
2743,1.0,123.0,80140.0,47.0,0,0,0,1,0,0,0,1,0
293,1.0,97.0,124614.0,57.0,0,0,0,1,0,0,0,1,0
2224,1.0,96.0,162517.0,42.0,0,0,0,1,1,0,0,0,0
2002,1.0,117.0,98103.0,47.0,0,0,0,1,0,0,0,1,0
223,1.0,96.0,7181.0,58.74590869939707,0,0,1,0,0,1,0,0,0
64,1.0,91.0,118128.0,54.0,0,0,0,1,0,0,0,1,0
1745,1.0,104.0,3877.0,58.74590869939707,0,0,0,1,1,0,0,0,0
1364,1.0,83.0,6315.0,56.0,0,0,0,0,0,0,0,1,0
1077,1.0,109.0,472675.0,50.0,0,1,0,0,1,0,0,0,0
301,1.0,92.0,24991.0,48.0,0,0,0,1,1,0,0,0,0
692,1.0,107.0,21297.0,65.0,0,0,0,1,0,0,0,0,0
440,1.0,91.0,14211.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2840,1.0,4.0,14929.0,58.74590869939707,0,0,0,1,0,0,1,0,0
2256,1.0,117.0,1762.0,75.0,0,0,0,1,0,1,0,0,0
480,1.0,97.0,25585.0,59.0,0,0,0,1,0,0,0,1,0
1878,1.0,110.0,227.0,58.74590869939707,0,0,0,1,0,1,0,0,0
699,1.0,102.0,474465.0,74.0,0,1,0,0,0,0,1,0,0
992,1.0,104.0,173647.0,40.0,0,0,0,1,1,0,0,0,0
65,1.0,108.0,323395.0,48.0,0,0,0,1,1,0,0,0,0
3100,1.0,86.0,1872.0,59.0,0,0,1,0,0,0,0,0,0
2254,1.0,120.0,127463.0,85.0,0,0,0,1,0,1,0,0,0
2660,1.0,116.0,29670.0,68.0,0,0,0,1,0,0,0,1,0
1836,1.0,88.0,40840.0,66.0,0,0,0,1,0,0,0,1,0
1011,1.0,110.0,29100.0,86.0,1,0,0,0,0,0,0,0,0
72,1.0,111.0,14014.0,46.0,0,0,1,0,0,1,0,0,0
1084,1.0,113.0,201813.0,68.0,1,0,0,0,1,0,0,0,0
2562,1.0,168.0,4694.0,80.0,0,0,0,1,0,1,0,0,0
205,1.0,103.0,8899.0,70.0,0,0,0,1,0,1,0,0,0
1014,1.0,91.0,163019.0,74.0,1,0,0,0,0,0,1,0,0
579,1.0,129.0,230938.0,47.0,1,0,0,0,0,0,0,0,0
1822,1.0,105.0,4733.0,14.0,0,0,0,0,0,1,0,0,0
2641,1.0,116.0,94138.0,46.0,0,0,0,1,0,0,0,1,0
578,1.0,92.0,15244.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2492,1.0,115.0,150763.0,37.0,0,0,1,0,0,0,0,1,0
3184,1.0,97.0,39341.0,55.0,0,0,1,0,0,0,0,1,0
433,1.0,86.0,93783.0,64.0,0,0,0,1,1,0,0,0,0
925,1.0,106.0,35741.0,44.0,0,0,0,0,1,0,0,0,0
2630,1.0,120.0,4085.0,77.0,0,0,0,1,0,1,0,0,0
2075,1.0,180.0,59878.0,73.0,0,0,0,1,0,1,0,0,0
2740,1.0,145.0,5190.0,35.0,0,0,0,1,0,1,0,0,0
2965,1.0,86.0,70559.0,79.0,0,1,0,0,0,0,0,0,0
37,1.0,110.0,15112.0,86.0,1,0,0,0,0,1,0,0,0
2296,1.0,105.0,3404.0,69.0,0,0,1,0,1,0,0,0,0
3224,1.0,93.0,6951.0,45.0,0,0,0,1,0,0,0,1,0
1957,1.0,137.0,113782.0,75.0,1,0,0,0,0,1,0,0,0
1466,1.0,112.0,1004.0,58.74590869939707,0,0,1,0,0,0,0,1,0
610,1.0,73.0,18634.0,65.0,0,0,1,0,0,0,0,1,0
2568,1.0,101.0,13535.0,73.0,0,0,0,1,0,0,0,1,0
198,1.0,113.0,15317.0,58.74590869939707,1,0,0,0,0,1,0,0,0
496,1.0,105.0,1777.0,58.74590869939707,0,0,0,1,0,1,0,0,0
392,1.0,108.0,14386.0,54.0,0,0,1,0,0,1,0,0,0
208,1.0,128.0,52238.0,58.0,0,0,0,1,0,1,0,0,0
1967,1.0,109.0,513287.0,84.0,1,0,0,0,1,0,0,0,0
2506,1.0,93.0,6940.0,61.0,0,0,0,1,0,0,0,1,0
1496,1.0,115.0,72232.0,52.0,0,0,0,1,1,0,0,0,0
1758,1.0,113.0,116336.0,87.0,1,0,0,0,0,1,0,0,0
1920,1.0,112.0,9821.0,40.0,0,0,1,0,0,0,0,1,0
61,1.0,88.0,28557.0,1.0,0,0,0,1,0,0,0,1,0
525,1.0,99.0,401.0,58.74590869939707,0,0,1,0,0,1,0,0,0
498,1.0,95.0,31062.0,64.0,0,0,1,0,0,0,0,1,0
259,1.0,95.0,3442.0,58.74590869939707,0,0,1,0,0,0,0,1,0
1581,1.0,98.0,464.0,28.0,0,0,0,0,1,0,0,0,0
2268,1.0,102.0,1326.0,52.0,0,0,0,1,0,1,0,0,0
1230,1.0,107.0,264317.0,73.0,0,0,0,1,0,0,0,0,0
2511,1.0,109.0,3130.0,58.74590869939707,0,1,0,0,1,0,0,0,0
495,1.0,109.0,41105.0,89.0,1,0,0,0,0,0,0,0,0
2480,1.0,108.0,27933.0,74.0,0,0,0,1,0,0,0,0,0
1465,1.0,116.0,34706.0,74.0,0,0,0,1,0,1,0,0,0
96,1.0,92.0,234350.0,31.0,0,0,0,1,0,0,0,1,0
345,1.0,98.0,1316.0,58.74590869939707,0,0,0,0,0,1,0,0,0
779,1.0,85.0,2101.0,46.0,0,0,0,0,0,1,0,0,0
849,1.0,218.0,299979.0,100.0,0,1,0,0,1,0,0,0,0
2325,1.0,105.0,241676.0,62.0,0,0,0,1,0,0,0,0,0
2607,1.0,102.0,8534.0,89.0,1,0,0,0,0,0,0,0,0
2349,1.0,90.0,129803.0,56.0,0,0,1,0,0,0,0,1,0
1849,1.0,112.0,134800.0,24.0,1,0,0,0,1,0,0,0,0
912,1.0,90.0,651.0,58.74590869939707,0,0,0,0,0,0,0,0,0
1446,1.0,83.0,4342.0,58.74590869939707,0,0,0,1,0,0,0,1,0
1566,1.0,105.0,41425.0,56.0,0,0,0,0,0,0,0,1,0
907,1.0,71.0,16371.0,82.0,0,0,0,1,0,0,0,0,0
203,1.0,97.0,10247.0,58.74590869939707,0,0,0,1,1,0,0,0,0
2391,1.0,86.0,5562.0,79.0,0,0,0,1,0,0,0,0,0
1091,1.0,134.0,22481.0,84.0,0,1,0,0,0,0,0,1,0
1927,1.0,97.0,18282.0,16.0,0,0,0,1,0,0,0,0,1
2132,1.0,74.0,14032.0,58.74590869939707,0,0,0,1,0,0,0,1,0
155,1.0,95.0,18987.0,58.74590869939707,0,0,0,1,1,0,0,0,0
1317,1.0,87.0,517.0,67.0,0,0,0,1,0,0,0,0,0
1141,1.0,91.0,3769.0,74.0,0,0,0,1,0,0,0,0,0
933,1.0,117.0,23137.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2790,1.0,131.0,132478.0,59.0,0,0,1,0,1,0,0,0,0
2919,1.0,172.0,9334.0,57.0,1,0,0,0,0,1,0,0,0
1421,1.0,118.0,3838.0,58.74590869939707,0,0,0,1,0,0,0,0,0
2079,1.0,109.0,21201.0,74.0,0,0,0,1,0,0,0,1,0
755,1.0,90.0,1135.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2493,1.0,99.0,2188.0,54.0,0,0,0,0,0,0,0,1,0
330,1.0,117.0,157984.0,81.0,1,0,0,0,0,0,0,1,0
519,1.0,130.0,155317.0,50.0,0,0,1,0,0,0,0,0,0
179,1.0,128.0,70395.0,20.0,0,0,0,1,0,0,0,0,0
187,1.0,111.0,16189.0,42.0,0,0,0,1,0,0,0,0,0
2653,1.0,122.0,14491.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2233,1.0,95.0,12115.0,8.0,0,0,0,0,0,0,0,1,0
1706,1.0,85.0,1190.0,46.0,0,0,0,0,1,0,0,0,0
2998,1.0,106.0,9237.0,20.0,0,0,0,0,0,1,0,0,0
2335,1.0,98.0,4878.0,58.74590869939707,0,0,0,0,0,1,0,0,0
558,1.0,113.0,234.0,58.74590869939707,0,0,1,0,0,1,0,0,0
336,1.0,88.0,1079523.0,88.0,0,1,0,0,0,0,1,0,0
854,1.0,111.0,25175.0,82.0,0,0,0,1,0,0,0,1,0
295,1.0,89.0,63661.0,67.0,0,0,0,1,0,0,0,0,0
2246,1.0,117.0,839366.0,52.0,0,0,0,1,1,0,0,0,0
250,1.0,92.0,2289.0,58.74590869939707,0,0,0,0,0,0,0,0,0
1759,1.0,109.0,7134.0,70.0,0,0,0,1,0,0,0,0,0
2644,1.0,117.0,90855.0,59.0,0,0,0,1,1,0,0,0,0
926,1.0,112.0,500000.0,100.0,1,0,0,0,0,0,0,0,0
269,1.0,119.0,241289.0,74.0,0,0,0,1,1,0,0,0,0
1683,1.0,117.0,28040.0,57.0,0,0,1,0,0,0,0,0,0
1959,1.0,123.0,115684.0,65.0,0,1,0,0,0,0,0,0,0
1521,1.0,108.0,34943.0,65.0,0,0,0,1,0,0,0,0,0
2425,1.0,102.0,73260.0,72.0,0,0,0,1,0,0,0,1,0
1234,1.0,111.0,8831.0,70.0,0,0,0,1,0,0,0,0,0
