,Const,Runtime,Imdbvotes,Metascore,Award Status_Oscar Nom,Award Status_Oscar Win,Award Status_Other Nom,Award Status_Other Win,Genre Group_Action/Adventure,Genre Group_Drama/Thriller,Genre Group_Animation,Genre Group_Comedy,Genre Group_Horror
242,1.0,121.0,1388289.0,90.0,0,1,0,0,1,0,0,0,0
584,1.0,80.0,1385.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2889,1.0,92.0,11935.0,38.0,0,0,0,0,0,1,0,0,0
1054,1.0,129.0,268663.0,83.0,0,1,0,0,0,0,0,1,0
2267,1.0,90.0,17311.0,49.0,0,0,1,0,0,0,0,1,0
606,1.0,79.0,70508.0,78.0,1,0,0,0,0,0,1,0,0
2495,1.0,103.0,4595.0,55.0,0,0,0,1,0,0,0,0,0
2491,1.0,138.0,602016.0,71.0,0,0,0,1,1,0,0,0,0
20,1.0,105.0,85814.0,82.0,0,0,0,1,0,0,0,1,0
507,1.0,117.0,785273.0,84.0,1,0,0,0,1,0,0,0,0
2192,1.0,96.0,7221.0,31.0,0,0,0,0,0,0,0,1,0
84,1.0,108.0,15382.0,44.0,0,0,1,0,0,1,0,0,0
497,1.0,101.0,42685.0,74.0,0,0,0,1,0,1,0,0,0
2784,1.0,114.0,43764.0,49.0,0,0,0,0,0,0,0,1,0
838,1.0,93.0,24896.0,24.0,0,0,1,0,0,0,0,1,0
2342,1.0,127.0,1342.0,73.0,0,0,0,1,0,0,0,1,0
2019,1.0,112.0,13044.0,54.0,0,0,0,1,0,1,0,0,0
2367,1.0,85.0,18630.0,40.0,0,0,0,0,1,0,0,0,0
715,1.0,102.0,143.0,58.74590869939707,0,0,0,1,0,0,0,1,0
3017,1.0,89.0,65036.0,67.0,0,0,0,1,0,0,0,1,0
2167,1.0,120.0,73628.0,66.0,0,0,0,1,0,0,0,1,0
2958,1.0,90.0,24709.0,34.0,0,0,0,0,0,0,0,0,1
314,1.0,87.0,1211.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2427,1.0,94.0,93086.0,46.0,0,0,1,0,0,0,0,0,1
791,1.0,91.0,1419.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2755,1.0,110.0,144372.0,72.0,0,0,0,1,0,0,0,1,0
86,1.0,112.0,33949.0,64.0,0,0,0,1,0,0,0,1,0
629,1.0,127.0,37260.0,65.0,0,0,1,0,0,0,0,0,0
1976,1.0,108.0,200174.0,48.0,0,0,0,1,0,0,0,0,1
654,1.0,30.0,42115.0,58.74590869939707,0,1,0,0,0,0,1,0,0
43,1.0,127.0,1688249.0,65.0,1,0,0,0,0,0,0,0,0
1451,1.0,95.0,3410.0,58.74590869939707,0,0,1,0,1,0,0,0,0
1915,1.0,119.0,34349.0,49.0,0,0,0,0,1,0,0,0,0
148,1.0,119.0,20894.0,93.0,0,0,0,1,0,0,0,0,0
425,1.0,115.0,12502.0,58.0,1,0,0,0,0,1,0,0,0
2527,1.0,110.0,24389.0,21.0,0,0,1,0,0,0,0,1,0
458,1.0,115.0,30137.0,62.0,0,0,1,0,0,1,0,0,0
1742,1.0,97.0,4494.0,73.0,0,0,0,1,0,1,0,0,0
3038,1.0,138.0,180411.0,86.0,1,0,0,0,0,1,0,0,0
1579,1.0,108.0,6114.0,82.0,0,0,0,1,0,0,0,0,0
2535,1.0,131.0,56414.0,82.0,0,0,0,1,0,0,0,0,0
173,1.0,94.0,5724.0,55.0,0,0,1,0,0,0,0,1,0
876,1.0,113.0,25791.0,94.0,1,0,0,0,0,0,0,1,0
1928,1.0,92.0,10758.0,41.0,0,0,1,0,0,0,0,1,0
329,1.0,142.0,2128601.0,82.0,0,1,0,0,0,1,0,0,0
1105,1.0,96.0,1166.0,63.0,0,0,0,1,0,0,0,0,0
125,1.0,91.0,969.0,60.0,0,0,0,1,0,1,0,0,0
1792,1.0,130.0,12763.0,56.0,0,0,0,0,0,0,0,0,0
99,1.0,95.0,340.0,58.74590869939707,0,0,0,0,0,0,0,0,0
192,1.0,102.0,35122.0,54.0,0,0,0,1,0,1,0,0,0
353,1.0,191.0,52877.0,47.0,1,0,0,0,1,0,0,0,0
2278,1.0,87.0,66442.0,41.0,0,0,1,0,0,0,1,0,0
141,1.0,100.0,5300.0,58.74590869939707,0,0,0,1,1,0,0,0,0
1989,1.0,90.0,7982.0,58.74590869939707,0,0,0,0,0,0,0,1,0
1837,1.0,92.0,20317.0,67.0,1,0,0,0,0,1,0,0,0
768,1.0,99.0,148288.0,76.0,0,0,1,0,1,0,0,0,0
2415,1.0,122.0,357247.0,62.0,0,0,0,1,0,0,0,0,0
484,1.0,118.0,12716.0,58.74590869939707,0,0,1,0,0,0,0,1,0
3126,1.0,118.0,50627.0,62.0,1,0,0,0,1,0,0,0,0
1752,1.0,107.0,45459.0,84.0,0,0,0,1,0,0,0,1,0
1259,1.0,143.0,54617.0,77.0,0,0,0,1,0,0,0,0,0
557,1.0,101.0,4723.0,49.0,0,0,1,0,0,0,0,0,0
1854,1.0,93.0,18951.0,62.0,0,0,0,1,0,0,0,1,0
569,1.0,120.0,90491.0,76.0,1,0,0,0,0,1,0,0,0
1059,1.0,101.0,25056.0,79.0,0,0,0,1,0,0,0,0,0
124,1.0,115.0,34009.0,39.0,0,0,1,0,0,0,0,1,0
333,1.0,123.0,12305.0,58.74590869939707,0,0,0,0,1,0,0,0,0
813,1.0,132.0,5572.0,58.74590869939707,0,0,1,0,0,1,0,0,0
2165,1.0,90.0,7141.0,73.0,0,0,0,1,0,1,0,0,0
1454,1.0,194.0,1228124.0,75.0,0,1,0,0,0,1,0,0,0
2926,1.0,94.0,27901.0,54.0,0,0,0,1,0,0,0,1,0
1873,1.0,96.0,1192.0,81.0,0,0,0,0,0,0,0,0,0
607,1.0,97.0,50982.0,51.0,0,0,0,1,0,1,0,0,0
163,1.0,109.0,18419.0,58.74590869939707,0,0,0,1,0,0,0,0,1
1925,1.0,110.0,26811.0,43.0,0,0,1,0,0,0,0,0,0
1926,1.0,109.0,639.0,22.0,0,0,0,0,1,0,0,0,0
1445,1.0,95.0,23472.0,49.0,0,0,0,1,0,0,0,1,0
162,1.0,90.0,19171.0,81.0,0,0,0,1,0,0,0,1,0
2152,1.0,98.0,18052.0,33.0,0,0,0,0,0,1,0,0,0
2251,1.0,92.0,24491.0,69.0,0,0,0,1,0,0,0,1,0
767,1.0,101.0,77280.0,54.0,0,0,1,0,1,0,0,0,0
903,1.0,229.0,359140.0,75.0,0,0,0,1,0,0,0,0,0
327,1.0,128.0,7852.0,66.0,0,0,1,0,0,0,0,0,0
1442,1.0,92.0,10720.0,27.0,0,0,0,1,0,0,0,1,0
739,1.0,93.0,4527.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2388,1.0,113.0,25724.0,25.0,0,0,0,1,0,0,0,1,0
362,1.0,60.0,1582.0,58.74590869939707,0,0,0,1,0,0,1,0,0
2470,1.0,90.0,32480.0,66.0,0,0,0,1,1,0,0,0,0
2347,1.0,100.0,5239.0,57.0,0,0,1,0,0,0,0,1,0
562,1.0,95.0,13695.0,41.0,0,0,0,0,0,0,0,0,1
1022,1.0,87.0,167.0,58.74590869939707,0,0,1,0,0,0,0,0,0
1039,1.0,129.0,40335.0,85.0,0,1,0,0,0,0,0,1,0
1087,1.0,103.0,2298.0,58.74590869939707,0,0,0,1,0,1,0,0,0
501,1.0,188.0,46021.0,81.0,1,0,0,0,0,0,0,1,0
1932,1.0,89.0,299.0,52.0,0,0,0,0,0,0,0,0,0
1948,1.0,110.0,17765.0,68.0,0,0,0,1,0,0,0,0,0
2096,1.0,115.0,26077.0,44.0,0,0,1,0,0,1,0,0,0
1456,1.0,131.0,208486.0,73.0,0,1,0,0,0,0,0,0,0
1033,1.0,130.0,97531.0,79.0,1,0,0,0,0,0,0,0,0
1043,1.0,95.0,3388.0,58.74590869939707,0,0,0,0,0,1,0,0,0
624,1.0,107.0,9395.0,48.0,0,0,0,0,1,0,0,0,0
1257,1.0,122.0,39154.0,71.0,0,0,0,1,1,0,0,0,0
1857,1.0,116.0,12329.0,66.0,0,0,1,0,1,0,0,0,0
964,1.0,89.0,569.0,58.74590869939707,0,0,0,0,0,1,0,0,0
364,1.0,92.0,3923.0,58.74590869939707,0,0,0,1,1,0,0,0,0
1930,1.0,90.0,64602.0,78.0,0,0,0,1,0,0,0,1,0
1538,1.0,122.0,1560.0,58.74590869939707,0,0,0,1,0,1,0,0,0
567,1.0,85.0,23183.0,21.0,0,0,0,1,0,0,0,0,1
62,1.0,93.0,9830.0,29.0,0,0,1,0,1,0,0,0,0
376,1.0,105.0,5448.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2225,1.0,120.0,22883.0,56.0,0,0,1,0,0,0,0,0,0
1963,1.0,123.0,191171.0,74.0,0,1,0,0,0,0,0,0,0
321,1.0,98.0,40026.0,58.74590869939707,0,1,0,0,0,0,0,1,0
2387,1.0,100.0,284264.0,78.0,0,0,0,1,1,0,0,0,0
482,1.0,128.0,18435.0,44.0,0,0,0,0,0,0,0,1,0
695,1.0,90.0,24906.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2572,1.0,108.0,2688.0,40.0,0,0,1,0,0,0,0,0,0
2569,1.0,93.0,17546.0,13.0,0,0,0,1,0,0,0,1,0
3030,1.0,110.0,17248.0,43.0,0,0,1,0,0,1,0,0,0
879,1.0,115.0,138105.0,66.0,0,0,0,1,0,0,0,0,0
1584,1.0,87.0,5448.0,58.74590869939707,0,0,1,0,0,0,0,1,0
2519,1.0,110.0,13592.0,33.0,0,0,0,0,1,0,0,0,0
9,1.0,130.0,262100.0,65.0,0,0,0,1,1,0,0,0,0
1056,1.0,122.0,4894.0,58.74590869939707,0,0,1,0,0,0,0,0,0
1473,1.0,132.0,19098.0,78.0,0,0,0,1,0,1,0,0,0
1860,1.0,97.0,16019.0,42.0,0,0,1,0,1,0,0,0,0
2728,1.0,112.0,89548.0,54.0,0,0,0,1,0,0,0,1,0
486,1.0,104.0,130588.0,44.0,0,0,1,0,1,0,0,0,0
3044,1.0,108.0,3028.0,48.0,0,0,0,0,0,0,0,1,0
2085,1.0,114.0,45149.0,70.0,1,0,0,0,1,0,0,0,0
270,1.0,109.0,23886.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2350,1.0,68.0,138.0,63.0,0,0,1,0,0,0,0,0,0
1631,1.0,89.0,3980.0,21.0,0,0,0,0,0,0,0,1,0
182,1.0,108.0,82218.0,49.0,0,0,0,1,1,0,0,0,0
372,1.0,86.0,100458.0,49.0,0,0,0,1,0,0,1,0,0
384,1.0,99.0,13100.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2426,1.0,78.0,4158.0,65.0,0,0,0,0,0,0,0,0,0
1600,1.0,98.0,3959.0,44.0,0,0,0,1,0,0,0,1,0
463,1.0,111.0,49811.0,80.0,0,0,0,1,0,0,0,1,0
308,1.0,99.0,3724.0,69.0,0,0,1,0,0,0,0,0,0
413,1.0,91.0,7793.0,33.0,0,0,0,0,0,0,0,1,0
2435,1.0,84.0,991.0,60.0,0,0,0,1,0,0,0,1,0
2042,1.0,93.0,6614.0,83.0,0,0,0,1,0,0,0,0,0
1023,1.0,86.0,418.0,58.74590869939707,1,0,0,0,0,0,0,0,0
3252,1.0,99.0,1399.0,58.0,0,0,0,1,0,1,0,0,0
1486,1.0,109.0,3101.0,34.0,0,0,1,0,1,0,0,0,0
518,1.0,110.0,109589.0,35.0,0,0,1,0,1,0,0,0,0
1847,1.0,103.0,27414.0,24.0,0,0,1,0,0,1,0,0,0
900,1.0,103.0,2289.0,58.74590869939707,0,0,1,0,0,1,0,0,0
2236,1.0,157.0,565144.0,79.0,0,0,0,1,0,0,0,0,0
410,1.0,115.0,183380.0,34.0,0,0,0,1,1,0,0,0,0
290,1.0,103.0,9497.0,58.74590869939707,0,0,0,1,0,1,0,0,0
1851,1.0,95.0,154.0,21.0,0,0,0,0,0,0,0,1,0
3005,1.0,90.0,36187.0,68.0,0,0,0,1,0,0,0,0,0
3025,1.0,92.0,6188.0,41.0,0,0,0,1,0,0,0,1,0
2399,1.0,120.0,153558.0,45.0,0,0,1,0,0,0,0,0,0
820,1.0,92.0,60648.0,58.74590869939707,0,0,0,1,0,0,0,1,0
834,1.0,96.0,1786.0,58.74590869939707,0,0,0,1,0,1,0,0,0
16,1.0,136.0,119635.0,84.0,0,1,0,0,0,1,0,0,0
1911,1.0,103.0,13762.0,33.0,0,0,0,1,0,0,0,0,1
1819,1.0,129.0,9160.0,58.74590869939707,1,0,0,0,0,1,0,0,0
171,1.0,114.0,70496.0,51.0,0,0,0,1,1,0,0,0,0
275,1.0,94.0,1100.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2106,1.0,76.0,8427.0,84.0,0,0,0,1,0,1,0,0,0
2597,1.0,86.0,152738.0,49.0,0,0,1,0,1,0,0,0,0
105,1.0,117.0,1232.0,58.74590869939707,0,1,0,0,0,0,0,0,0
1047,1.0,84.0,1777.0,58.74590869939707,0,0,0,0,0,0,0,1,0
929,1.0,99.0,1039493.0,81.0,0,0,0,1,0,0,0,0,0
1842,1.0,114.0,20865.0,87.0,0,0,0,1,0,0,0,1,0
1540,1.0,121.0,84334.0,59.0,0,1,0,0,0,0,0,0,0
185,1.0,99.0,1216.0,58.74590869939707,0,0,1,0,0,0,0,0,0
19,1.0,110.0,42009.0,58.74590869939707,0,0,1,0,1,0,0,0,0
2521,1.0,105.0,30472.0,16.0,0,0,0,1,0,0,0,0,1
1224,1.0,110.0,308.0,63.0,0,0,1,0,0,0,0,1,0
517,1.0,76.0,350762.0,82.0,1,0,0,0,0,0,1,0,0
380,1.0,139.0,62925.0,90.0,0,1,0,0,0,1,0,0,0
3002,1.0,102.0,37133.0,65.0,0,0,0,1,0,0,0,0,0
787,1.0,116.0,756568.0,78.0,1,0,0,0,0,1,0,0,0
2088,1.0,105.0,25676.0,49.0,1,0,0,0,0,1,0,0,0
230,1.0,113.0,7291.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2020,1.0,116.0,67298.0,56.0,0,0,1,0,1,0,0,0,0
657,1.0,108.0,147015.0,80.0,0,1,0,0,0,0,0,1,0
1628,1.0,91.0,26192.0,50.0,0,0,0,1,0,0,0,1,0
990,1.0,84.0,20927.0,58.74590869939707,0,0,0,1,1,0,0,0,0
395,1.0,107.0,12591.0,26.0,0,0,0,1,0,1,0,0,0
937,1.0,99.0,78904.0,50.0,0,0,0,1,1,0,0,0,0
2151,1.0,108.0,149040.0,45.0,0,0,0,1,1,0,0,0,0
589,1.0,113.0,61950.0,31.0,0,0,1,0,0,0,0,1,0
3181,1.0,83.0,5129.0,51.0,0,0,1,0,0,1,0,0,0
2592,1.0,93.0,8640.0,49.0,0,0,1,0,0,0,0,1,0
325,1.0,115.0,10869.0,65.0,0,0,1,0,0,0,0,1,0
2035,1.0,72.0,630.0,51.0,0,0,0,1,0,0,0,0,0
2108,1.0,95.0,13250.0,82.0,1,0,0,0,0,0,0,1,0
307,1.0,119.0,4916.0,58.74590869939707,0,0,0,1,0,0,0,1,0
3154,1.0,110.0,264595.0,53.0,0,0,0,1,0,0,0,0,1
2814,1.0,108.0,61648.0,42.0,0,0,0,1,1,0,0,0,0
200,1.0,89.0,149294.0,16.0,0,0,1,0,0,0,0,1,0
417,1.0,101.0,15154.0,58.74590869939707,0,0,1,0,0,0,0,1,0
2142,1.0,180.0,2935.0,84.0,0,0,1,0,0,0,0,0,0
356,1.0,96.0,5290.0,58.74590869939707,0,0,1,0,0,0,0,1,0
1537,1.0,96.0,1374.0,58.74590869939707,0,0,0,0,1,0,0,0,0
249,1.0,98.0,8531.0,64.0,0,0,0,1,0,0,0,0,0
143,1.0,91.0,17445.0,58.74590869939707,0,0,0,0,1,0,0,0,0
1570,1.0,122.0,24770.0,61.0,0,0,0,1,0,0,0,0,0
1081,1.0,95.0,16870.0,76.0,0,0,1,0,0,0,0,1,0
1438,1.0,94.0,17082.0,44.0,0,0,0,0,0,0,0,1,0
2584,1.0,92.0,24756.0,66.0,0,0,0,1,0,0,0,1,0
669,1.0,108.0,424561.0,53.0,0,1,0,0,1,0,0,0,0
2622,1.0,122.0,1745.0,75.0,0,0,1,0,0,0,0,0,0
339,1.0,101.0,397658.0,56.0,1,0,0,0,1,0,0,0,0
2049,1.0,122.0,16106.0,50.0,0,0,0,1,0,0,0,0,0
731,1.0,98.0,108031.0,60.0,0,0,0,1,1,0,0,0,0
825,1.0,108.0,8974.0,58.74590869939707,0,0,1,0,0,0,0,1,0
1889,1.0,99.0,1902.0,39.0,0,0,0,1,0,0,0,1,0
2157,1.0,102.0,76850.0,27.0,1,0,0,0,0,0,0,1,0
274,1.0,113.0,2377.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2190,1.0,84.0,27626.0,47.0,0,0,1,0,0,0,0,1,0
2409,1.0,88.0,25478.0,55.0,0,0,0,1,0,0,0,1,0
2023,1.0,116.0,24655.0,64.0,0,0,0,1,0,0,0,1,0
284,1.0,108.0,1929.0,58.74590869939707,1,0,0,0,0,0,0,1,0
905,1.0,99.0,1912.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2379,1.0,86.0,3225.0,58.74590869939707,0,0,0,0,0,0,1,0,0
85,1.0,100.0,24280.0,27.0,0,0,1,0,0,0,0,1,0
973,1.0,96.0,6099.0,58.74590869939707,0,0,0,1,1,0,0,0,0
91,1.0,106.0,828.0,58.74590869939707,0,0,1,0,0,0,0,0,0
346,1.0,111.0,47994.0,63.0,0,0,1,0,1,0,0,0,0
352,1.0,125.0,58140.0,58.74590869939707,0,0,0,1,0,1,0,0,0
357,1.0,108.0,7527.0,58.74590869939707,0,0,1,0,1,0,0,0,0
145,1.0,128.0,22836.0,71.0,0,0,1,0,0,0,0,0,0
978,1.0,115.0,36436.0,56.0,0,0,0,1,0,0,0,0,0
1290,1.0,117.0,3969.0,57.0,0,0,0,1,0,0,0,0,0
1055,1.0,94.0,6976.0,58.74590869939707,0,0,0,1,1,0,0,0,0
2636,1.0,110.0,97975.0,44.0,0,0,1,0,0,0,0,1,0
102,1.0,114.0,859375.0,94.0,1,0,0,0,0,0,0,0,0
2314,1.0,104.0,13930.0,59.0,0,0,0,1,0,0,0,0,0
2983,1.0,91.0,2305.0,58.74590869939707,0,0,1,0,0,1,0,0,0
1949,1.0,123.0,7544.0,38.0,0,0,0,1,0,0,0,0,0
3234,1.0,88.0,68484.0,40.0,0,0,0,1,0,0,0,0,1
771,1.0,101.0,38106.0,58.74590869939707,0,0,0,1,0,0,0,1,0
1542,1.0,119.0,6215.0,58.74590869939707,1,0,0,0,0,0,0,1,0
427,1.0,109.0,8350.0,31.0,0,0,1,0,0,0,0,1,0
1733,1.0,88.0,213576.0,73.0,0,0,0,1,1,0,0,0,0
277,1.0,124.0,2611.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2624,1.0,111.0,14095.0,65.0,0,0,0,1,0,0,1,0,0
31,1.0,121.0,5618.0,58.74590869939707,0,0,0,1,0,0,0,0,0
2487,1.0,117.0,13868.0,45.0,0,0,1,0,0,1,0,0,0
3069,1.0,100.0,40489.0,63.0,0,0,0,1,1,0,0,0,0
483,1.0,129.0,47115.0,56.0,0,0,0,1,1,0,0,0,0
1650,1.0,96.0,18674.0,63.0,0,0,1,0,0,0,0,1,0
1044,1.0,193.0,63064.0,91.0,0,1,0,0,1,0,0,0,0
831,1.0,130.0,470858.0,89.0,1,0,0,0,0,1,0,0,0
710,1.0,109.0,57874.0,61.0,0,0,0,1,0,0,0,0,0
1885,1.0,107.0,105948.0,40.0,1,0,0,0,0,0,0,0,0
1556,1.0,104.0,2654.0,46.0,0,0,0,1,0,0,0,1,0
2,1.0,101.0,28591.0,46.0,0,0,0,1,0,0,0,1,0
1690,1.0,102.0,4227.0,58.74590869939707,0,0,0,0,0,0,0,0,0
168,1.0,105.0,3836.0,58.74590869939707,0,0,0,0,0,0,0,1,0
2598,1.0,96.0,16826.0,50.0,0,0,1,0,0,0,0,1,0
1509,1.0,104.0,18303.0,56.0,0,0,0,1,0,0,0,1,0
3027,1.0,95.0,146537.0,39.0,0,0,0,1,1,0,0,0,0
420,1.0,96.0,14828.0,42.0,0,0,0,0,0,0,0,1,0
3153,1.0,129.0,68170.0,79.0,0,0,0,1,0,0,0,0,0
80,1.0,88.0,12980.0,54.0,0,0,1,0,1,0,0,0,0
23,1.0,111.0,31402.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2160,1.0,118.0,13727.0,59.0,0,0,0,0,0,0,0,0,0
1471,1.0,120.0,106990.0,93.0,1,0,0,0,0,0,0,1,0
2353,1.0,107.0,7277.0,18.0,0,0,0,0,0,0,0,1,0
39,1.0,117.0,9669.0,66.0,0,1,0,0,0,0,0,0,0
2365,1.0,115.0,41873.0,47.0,0,0,1,0,0,0,1,0,0
828,1.0,145.0,584797.0,59.0,0,1,0,0,1,0,0,0,0
2285,1.0,100.0,9532.0,28.0,0,0,0,0,0,1,0,0,0
340,1.0,127.0,114925.0,62.0,1,0,0,0,1,0,0,0,0
177,1.0,135.0,15845.0,58.74590869939707,0,0,0,1,0,1,0,0,0
294,1.0,142.0,2731095.0,82.0,1,0,0,0,0,1,0,0,0
1202,1.0,104.0,645167.0,85.0,0,1,0,0,0,0,0,0,1
264,1.0,98.0,3340.0,58.74590869939707,0,0,1,0,0,0,0,0,0
1720,1.0,94.0,44312.0,40.0,0,0,0,1,0,0,0,1,0
893,1.0,101.0,2452.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2303,1.0,99.0,59831.0,73.0,0,0,0,1,0,0,0,0,0
232,1.0,100.0,29075.0,42.0,0,0,0,0,0,0,0,1,0
920,1.0,109.0,685440.0,97.0,1,0,0,0,0,0,0,0,1
609,1.0,91.0,2201.0,58.74590869939707,0,0,1,0,0,0,0,1,0
961,1.0,115.0,46666.0,37.0,0,0,0,1,0,0,0,1,0
1617,1.0,114.0,4761.0,33.0,0,0,1,0,1,0,0,0,0
3197,1.0,87.0,1362.0,69.0,0,0,0,0,0,0,0,0,0
2046,1.0,104.0,128510.0,38.0,0,0,0,1,1,0,0,0,0
2308,1.0,95.0,106015.0,61.0,0,0,0,1,0,0,1,0,0
174,1.0,98.0,32084.0,44.0,0,0,0,1,1,0,0,0,0
968,1.0,96.0,876.0,58.74590869939707,0,0,0,1,0,1,0,0,0
2509,1.0,84.0,11790.0,58.74590869939707,0,0,1,0,0,0,1,0,0
1905,1.0,107.0,2355.0,36.0,0,0,1,0,0,0,0,0,0
681,1.0,102.0,33083.0,44.0,0,0,0,1,0,0,0,1,0
2727,1.0,110.0,74596.0,41.0,0,0,1,0,0,0,0,1,0
2611,1.0,121.0,74096.0,65.0,1,0,0,0,0,0,0,0,0
3191,1.0,100.0,8933.0,67.0,0,0,0,1,0,1,0,0,0
1133,1.0,75.0,209.0,58.74590869939707,0,0,0,0,0,0,0,0,0
2245,1.0,114.0,19734.0,49.0,0,0,0,1,0,1,0,0,0
1004,1.0,91.0,20664.0,33.0,0,0,0,0,1,0,0,0,0
2319,1.0,156.0,311797.0,59.0,0,1,0,0,0,1,0,0,0
2275,1.0,119.0,59680.0,79.0,0,0,0,1,0,0,0,0,0
140,1.0,100.0,46342.0,58.74590869939707,0,0,0,1,0,1,0,0,0
867,1.0,96.0,142716.0,83.0,1,0,0,0,0,0,0,1,0
404,1.0,121.0,24870.0,36.0,0,0,0,1,0,1,0,0,0
586,1.0,109.0,3904.0,71.0,0,0,0,1,0,0,0,1,0
1881,1.0,126.0,36742.0,55.0,0,1,0,0,0,0,0,0,0
2368,1.0,97.0,6484.0,70.0,0,0,0,1,0,0,0,1,0
1564,1.0,96.0,2004.0,58.74590869939707,0,0,0,0,1,0,0,0,0
1718,1.0,115.0,90264.0,55.0,1,0,0,0,0,1,0,0,0
1684,1.0,89.0,4105.0,58.74590869939707,0,0,0,1,0,0,0,0,1
2531,1.0,93.0,18771.0,64.0,0,0,0,1,0,0,0,1,0
3294,1.0,88.0,12333.0,35.0,0,0,0,0,0,1,0,0,0
3105,1.0,109.0,19617.0,46.0,0,0,1,0,0,0,0,1,0
2374,1.0,96.0,5481.0,49.0,0,0,1,0,0,1,0,0,0
1730,1.0,115.0,49666.0,70.0,1,0,0,0,0,0,0,0,0
737,1.0,95.0,1968.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2812,1.0,96.0,8962.0,89.0,0,0,1,0,1,0,0,0,0
2412,1.0,91.0,13792.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2097,1.0,88.0,30912.0,57.0,0,0,0,1,0,0,0,0,0
1663,1.0,102.0,4114.0,58.74590869939707,1,0,0,0,1,0,0,0,0
1553,1.0,115.0,21890.0,54.0,0,0,0,1,0,0,0,1,0
2071,1.0,123.0,82216.0,64.0,0,0,0,1,0,0,0,0,0
3087,1.0,137.0,49213.0,73.0,1,0,0,0,0,0,0,0,0
2533,1.0,96.0,6638.0,58.74590869939707,0,0,0,0,0,0,0,0,1
1913,1.0,98.0,23566.0,70.0,0,0,0,1,0,1,0,0,0
1040,1.0,110.0,28886.0,55.0,0,0,1,0,0,0,0,0,1
452,1.0,130.0,156281.0,44.0,0,0,0,1,1,0,0,0,0
2615,1.0,105.0,12261.0,56.0,0,0,0,1,0,1,0,0,0
659,1.0,92.0,2526.0,58.74590869939707,0,0,1,0,0,0,0,1,0
432,1.0,97.0,26086.0,68.0,0,0,0,1,0,0,0,0,0
2127,1.0,90.0,1124.0,60.0,0,0,0,1,0,1,0,0,0
2258,1.0,90.0,2094.0,58.74590869939707,0,0,0,1,0,0,0,0,0
553,1.0,84.0,463131.0,95.0,0,1,0,0,0,0,1,0,0
1452,1.0,97.0,808.0,58.74590869939707,0,0,0,0,0,0,0,1,0
13,1.0,192.0,31804.0,66.0,1,0,0,0,0,0,0,0,0
1127,1.0,90.0,1126.0,58.74590869939707,0,0,0,1,0,1,0,0,0
444,1.0,118.0,22274.0,76.0,1,0,0,0,0,0,0,0,0
156,1.0,105.0,71492.0,46.0,0,0,0,0,0,0,0,0,0
3164,1.0,99.0,13602.0,82.0,0,0,1,0,0,0,0,0,0
664,1.0,80.0,908.0,58.74590869939707,0,0,0,0,0,1,0,0,0
550,1.0,126.0,385938.0,69.0,0,1,0,0,1,0,0,0,0
2679,1.0,113.0,14151.0,31.0,0,0,0,0,1,0,0,0,0
202,1.0,115.0,13535.0,61.0,0,0,0,1,0,0,0,1,0
445,1.0,112.0,3470.0,58.74590869939707,0,0,0,0,0,0,0,1,0
387,1.0,92.0,19188.0,37.0,0,0,0,1,0,0,0,1,0
2474,1.0,106.0,1061.0,58.74590869939707,0,0,0,1,0,0,0,0,0
1947,1.0,92.0,34846.0,45.0,0,0,0,0,1,0,0,0,0
728,1.0,105.0,181635.0,67.0,1,0,0,0,1,0,0,0,0
524,1.0,112.0,515.0,58.74590869939707,0,0,0,1,0,0,0,1,0
2330,1.0,82.0,2481.0,54.0,0,0,0,1,0,0,0,1,0
3019,1.0,110.0,13192.0,60.0,0,0,0,1,0,0,0,1,0
382,1.0,107.0,9252.0,58.74590869939707,0,0,0,0,0,0,0,1,0
67,1.0,96.0,14147.0,75.0,0,0,1,0,0,0,0,1,0
375,1.0,95.0,73730.0,53.0,0,0,0,1,0,1,0,0,0
598,1.0,103.0,99490.0,49.0,1,0,0,0,1,0,0,0,0
2010,1.0,115.0,11768.0,71.0,0,0,0,1,0,1,0,0,0
778,1.0,98.0,9348.0,58.74590869939707,0,0,0,0,1,0,0,0,0
2763,1.0,124.0,42701.0,56.0,0,0,0,1,1,0,0,0,0
2118,1.0,97.0,50332.0,32.0,0,0,0,1,1,0,0,0,0
1489,1.0,104.0,11226.0,49.0,0,0,0,1,0,0,0,0,0
987,1.0,113.0,15695.0,45.0,0,0,1,0,0,0,0,0,0
